customer_id,orders_last_3_months,avg_order_value,discount_usage,days_since_last_order,customer_tenure,membership_tier,complaints_filed,email_open_rate,churn,predicted_churn_probability
CUST002422,6,22.54,6.0,48,48,Bronze,1,0.508,0,0.5338142028770896
CUST002423,6,18.75,2.0,47,13,Gold,1,0.557,0,0.20540127029185262
CUST002424,3,30.49,6.0,36,56,Bronze,0,0.397,0,0.47104982992956834
CUST002425,7,27.37,4.0,4,25,Gold,1,1.0,0,0.015189968703528149
CUST002426,6,37.5,3.0,31,39,Silver,0,0.437,0,0.054914225420325674
CUST002427,5,25.67,3.0,58,31,Bronze,0,0.978,1,0.5618167458684825
CUST002428,6,11.63,5.0,66,56,Silver,1,0.928,0,0.3300334718125765
CUST002429,10,40.06,4.0,50,7,Silver,1,0.79,0,0.1637564109814308
CUST002430,4,39.91,3.0,1,64,Gold,1,,0,0.022893170582075618
CUST002431,4,11.73,3.0,49,56,Gold,0,0.613,0,0.21822218917569983
CUST002432,7,27.05,5.0,2,30,Silver,0,0.744,0,0.04563688072874203
CUST002433,6,32.15,5.0,59,50,Silver,1,0.644,0,0.4615623355887906
CUST002434,1,38.79,6.0,74,34,Bronze,0,0.39,1,0.9069854678248539
CUST002435,6,36.56,5.0,65,4,Silver,0,0.811,1,0.6401777258418634
CUST002436,9,49.33,1.0,39,19,Platinum,0,0.645,0,0.015359127526175066
CUST002437,3,33.01,3.0,4,11,Silver,0,0.818,0,0.16918516406974834
CUST002438,5,15.7,7.0,23,59,Silver,1,0.726,1,0.3697897946373908
CUST002439,4,20.63,7.0,61,47,Bronze,0,0.765,1,0.8652148530142783
CUST002440,5,19.88,3.0,65,23,Gold,1,0.613,0,0.37160129944155457
CUST002441,9,27.48,1.0,19,41,Platinum,0,0.722,0,0.01018251247996106
CUST002442,6,24.25,5.0,26,11,Bronze,0,0.615,0,0.22535063985052226
CUST002443,3,23.12,6.0,78,21,Bronze,0,0.278,1,0.9355330877926777
CUST002444,6,30.89,4.0,46,39,Silver,1,0.839,0,0.26772774063931565
CUST002445,7,20.26,4.0,8,53,Silver,0,0.65,0,0.03796792524373661
CUST002446,9,38.53,4.0,16,48,Silver,0,0.979,0,0.013460659741486927
CUST002447,4,21.45,6.0,35,48,Bronze,0,0.928,0,0.2831897176057147
CUST002448,6,24.98,3.0,52,46,Bronze,0,0.935,0,0.22446102424612943
CUST002449,4,32.16,2.0,62,3,Silver,1,0.383,1,0.6229581215449271
CUST002450,5,31.09,3.0,26,41,Silver,1,0.643,0,0.16961696893145287
CUST002451,3,34.31,3.0,74,57,Silver,1,0.793,0,0.3303822702048162
CUST002452,6,27.79,5.0,15,3,Silver,0,0.82,0,0.14739752004141124
CUST002453,7,30.75,3.0,51,45,Silver,0,0.735,0,0.1964605266892069
CUST002454,13,43.14,1.0,6,52,Gold,1,0.922,0,0.017492746427192826
CUST002455,6,15.42,5.0,34,40,Silver,0,0.525,0,0.11836283437422052
CUST002456,7,31.69,6.0,27,25,Silver,1,0.805,0,0.11792882426937391
CUST002457,0,40.89,6.0,67,35,Silver,0,0.819,1,0.8104637692037886
CUST002458,3,38.93,7.0,19,56,Bronze,0,0.736,0,0.3023649315179527
CUST002459,5,8.0,5.0,52,13,Bronze,0,0.956,0,0.5486757971690699
CUST002460,5,20.28,2.0,12,42,Silver,2,0.907,0,0.0684136877268097
CUST002461,7,38.79,2.0,55,33,Gold,1,0.983,0,0.03892388724026132
CUST002462,2,30.91,2.0,6,42,Silver,1,0.797,0,0.09768675590889288
CUST002463,2,23.32,5.0,46,8,Bronze,0,0.875,0,0.6404364718444627
CUST002464,6,46.16,3.0,67,17,Silver,0,0.538,1,0.36770725712700075
CUST002465,9,17.61,5.0,24,44,Bronze,0,0.766,0,0.06775085388338181
CUST002466,6,17.7,4.0,24,45,Silver,1,0.787,0,0.07774235673720266
CUST002467,7,28.93,2.0,24,12,Gold,1,0.808,0,0.03332811375882841
CUST002468,5,35.11,5.0,35,46,Silver,1,0.942,0,0.10173584331581675
CUST002469,5,19.48,5.0,63,47,Silver,1,0.637,1,0.6542119419940419
CUST002470,5,8.84,4.0,73,7,Bronze,1,0.769,0,0.7551365538040219
CUST002471,2,18.93,7.0,74,45,Bronze,1,0.923,1,0.8757213264374129
CUST002472,10,21.63,1.0,16,14,Gold,0,0.716,0,0.02173638094923304
CUST002473,8,27.8,4.0,58,42,Silver,0,0.991,0,0.14191313714990253
CUST002474,3,34.05,4.0,16,28,Silver,1,0.7,0,0.2784519959236341
CUST002475,6,25.59,7.0,9,26,Bronze,1,0.712,0,0.20601674771962297
CUST002476,8,37.49,6.0,42,21,Bronze,0,0.665,1,0.39059915790592226
CUST002477,6,27.78,4.0,53,54,Bronze,2,0.949,1,0.4386634668938912
CUST002478,6,21.98,4.0,18,23,Bronze,0,,0,0.07309769952963686
CUST002479,4,15.21,5.0,77,15,Bronze,0,0.837,1,0.8464151141336702
CUST002480,5,29.91,2.0,58,9,Gold,0,0.602,0,0.24827271020336625
CUST002481,4,23.83,5.0,43,38,Silver,0,0.461,0,0.5326386530448786
CUST002482,6,28.51,5.0,33,42,Bronze,0,0.74,0,0.12058022911815718
CUST002483,5,24.06,4.0,48,11,Bronze,1,0.349,0,0.6175687132035707
CUST002484,2,8.0,5.0,24,56,Bronze,0,0.767,0,0.3258166150011122
CUST002485,7,33.43,4.0,29,53,Gold,1,0.861,0,0.029493108201210008
CUST002486,11,39.3,6.0,12,25,Bronze,1,0.402,0,0.16058731102312254
CUST002487,5,28.0,3.0,14,51,Gold,0,0.799,0,0.02897578185750251
CUST002488,5,38.85,2.0,6,54,Gold,0,0.643,0,0.008497646765863067
CUST002489,7,23.55,6.0,20,37,Bronze,0,,0,0.1730043209053176
CUST002490,2,24.16,7.0,55,43,Silver,0,0.725,1,0.8516846231793259
CUST002491,6,33.73,2.0,57,41,Platinum,0,0.657,0,0.043863968095498314
CUST002492,3,39.14,5.0,36,46,Bronze,0,0.753,0,0.39487465251829235
CUST002493,3,32.92,4.0,34,51,Bronze,0,0.526,0,0.46105938872823
CUST002494,8,60.94,2.0,11,13,Gold,0,,0,0.023819814837171015
CUST002495,5,23.52,0.0,56,17,Gold,0,0.778,0,0.11890769330242891
CUST002496,2,42.53,4.0,22,5,Silver,0,0.741,0,0.2782019421130779
CUST002497,3,17.68,4.0,21,45,Silver,1,0.807,1,0.39553045984919
CUST002498,7,34.1,6.0,48,54,Bronze,0,0.708,0,0.27876635198382693
CUST002499,6,20.88,2.0,9,36,Gold,0,0.378,0,0.013607361180587363
CUST002500,5,17.08,3.0,50,14,Silver,0,0.756,0,0.40220236870265175
CUST002501,4,8.0,6.0,16,8,Bronze,0,0.833,1,0.630182745440108
CUST002502,7,27.06,4.0,54,59,Silver,0,0.764,0,0.2000300911942648
CUST002503,6,34.88,0.0,37,32,Platinum,0,0.862,0,0.03252544592672119
CUST002504,7,35.51,0.0,54,36,Gold,0,0.835,0,0.06759069092457964
CUST002505,3,24.9,6.0,80,20,Bronze,0,0.524,1,0.9143546752215329
CUST002506,8,24.76,7.0,71,27,Bronze,1,0.383,0,0.7699889948111772
CUST002507,8,27.31,,71,12,Gold,1,0.838,0,0.31372366925141976
CUST002508,8,34.13,2.0,48,18,Gold,0,0.592,0,0.09415426020264742
CUST002509,5,33.94,5.0,35,52,Silver,0,0.831,0,0.13496248331699554
CUST002510,3,26.56,5.0,34,52,Silver,2,0.549,0,0.42606415793703367
CUST002511,4,35.16,4.0,74,52,Silver,2,0.749,1,0.678203400373455
CUST002512,9,37.0,5.0,42,26,Bronze,0,0.691,0,0.19451103774663675
CUST002513,4,37.19,5.0,44,33,Bronze,0,0.61,1,0.5802023249045262
CUST002514,4,35.54,8.0,59,17,Bronze,1,0.744,1,0.929315708301204
CUST002515,0,18.95,6.0,26,49,Bronze,0,0.618,0,0.5918957952002922
CUST002516,7,36.84,2.0,11,10,Gold,0,1.0,0,0.009696871512097917
CUST002517,11,31.77,7.0,8,39,Bronze,0,0.767,0,0.09493168106076896
CUST002518,7,14.96,,36,38,Bronze,0,0.868,0,0.12587152200618995
CUST002519,4,29.21,7.0,41,19,Silver,0,0.889,1,0.6184848813988711
CUST002520,6,32.29,8.0,60,29,Bronze,0,0.648,1,0.80890055784893
CUST002521,3,29.81,5.0,30,54,Bronze,0,0.92,0,0.23500470998996761
CUST002522,9,46.79,6.0,51,53,Silver,0,0.919,0,0.10131437707330955
CUST002523,1,23.79,7.0,28,13,Bronze,1,0.199,1,0.8545148346448354
CUST002524,4,21.99,3.0,38,16,Silver,0,0.789,0,0.3529454900910134
CUST002525,5,26.02,1.0,14,59,Gold,0,0.753,0,0.03465172342683382
CUST002526,4,35.2,7.0,53,26,Bronze,0,0.573,0,0.8664487187494467
CUST002527,9,38.17,,62,28,Gold,0,0.6,0,0.09805918793899264
CUST002528,7,30.26,2.0,0,65,Gold,0,0.863,0,0.012648340815336228
CUST002529,7,49.42,4.0,58,19,Gold,2,0.746,0,0.31494502084054443
CUST002530,6,37.06,8.0,63,10,Silver,0,0.882,0,0.5373118995306783
CUST002531,2,35.78,2.0,11,28,Silver,1,0.744,0,0.12174668159992084
CUST002532,6,16.84,5.0,20,48,Silver,0,0.852,0,0.0878620714671498
CUST002533,4,27.57,7.0,76,55,Silver,0,0.612,1,0.7160313801179604
CUST002534,2,21.23,6.0,29,53,Bronze,2,0.39,1,0.6897445867555937
CUST002535,8,27.55,2.0,32,35,Platinum,0,0.973,0,0.01459860091962024
CUST002536,7,56.21,5.0,16,32,Silver,2,0.576,0,0.0655957880689931
CUST002537,9,37.34,5.0,37,63,Gold,1,0.705,0,0.20801374231970454
CUST002538,3,29.34,6.0,80,49,Bronze,0,0.62,1,0.8533730552209551
CUST002539,3,28.43,2.0,26,10,Bronze,1,0.845,0,0.267616265300399
CUST002540,5,19.2,6.0,48,10,Silver,0,0.891,1,0.5854704748662525
CUST002541,6,35.1,3.0,62,41,Silver,0,0.885,0,0.14174820939217284
CUST002542,6,36.35,5.0,79,34,Bronze,0,0.726,1,0.6177919933507825
CUST002543,5,18.13,6.0,58,1,Bronze,0,0.618,0,0.7899636301568479
CUST002544,4,23.56,5.0,41,25,Bronze,0,0.824,0,0.4576286360906446
CUST002545,6,22.59,5.0,37,43,Silver,0,0.801,0,0.25228511257945596
CUST002546,2,22.35,5.0,41,1,Bronze,0,0.694,1,0.7152503705961045
CUST002547,6,41.58,0.0,37,44,Platinum,1,0.694,0,0.02664470635896271
CUST002548,3,34.67,5.0,30,18,Bronze,0,0.675,0,0.5507455676565024
CUST002549,3,25.94,6.0,71,1,Bronze,0,0.429,0,0.9345131953554963
CUST002550,10,18.99,6.0,75,1,Bronze,0,0.887,1,0.6690894118915014
CUST002551,4,41.4,5.0,51,48,Silver,0,,0,0.5127672802497947
CUST002552,1,26.55,8.0,31,28,Silver,0,0.507,1,0.700251981173085
CUST002553,2,37.41,4.0,67,35,Silver,0,0.897,1,0.7676931867720991
CUST002554,11,37.83,,69,35,Platinum,0,0.968,0,0.03879731636129487
CUST002555,5,23.67,7.0,25,24,Bronze,0,0.513,0,0.537247402618206
CUST002556,4,27.89,3.0,61,31,Silver,1,0.442,0,0.6471686463674967
CUST002557,6,22.71,5.0,12,37,Bronze,1,0.926,0,0.0708507777667716
CUST002558,4,22.2,6.0,51,45,Bronze,0,0.951,0,0.5432179493427018
CUST002559,1,16.37,6.0,76,50,Silver,0,0.495,1,0.8338486236345217
CUST002560,3,29.84,4.0,40,8,Bronze,0,0.477,1,0.5884969550887788
CUST002561,9,22.31,6.0,36,10,Silver,1,0.789,0,0.25637870338105595
CUST002562,2,45.43,4.0,56,20,Silver,1,0.577,0,0.7180117884529815
CUST002563,6,26.13,3.0,23,52,Silver,0,0.921,0,0.02766548585296204
CUST002564,7,30.17,6.0,51,61,Silver,0,1.0,0,0.13481572013969836
CUST002565,3,29.66,3.0,67,28,Silver,0,0.514,0,0.6371514596925935
CUST002566,6,18.18,4.0,59,53,Bronze,0,0.724,0,0.32657496812359266
CUST002567,5,20.11,6.0,73,27,Bronze,0,0.494,1,0.8650708683441884
CUST002568,10,46.39,6.0,61,48,Bronze,0,0.488,0,0.42225730250881544
CUST002569,9,45.51,4.0,25,35,Silver,0,0.566,0,0.05581839400670234
CUST002570,8,27.3,2.0,20,40,Platinum,0,0.539,0,0.01360101137822304
CUST002571,4,18.08,3.0,8,3,Bronze,0,0.843,0,0.18283566340541837
CUST002572,7,31.13,6.0,6,55,Silver,0,0.686,0,0.036891238959067756
CUST002573,6,22.06,4.0,58,42,Gold,0,0.857,0,0.14038897195892924
CUST002574,8,25.67,4.0,53,28,Gold,1,0.899,0,0.12917696812241547
CUST002575,4,43.92,5.0,48,15,Silver,0,0.812,0,0.5166348919810272
CUST002576,9,25.58,6.0,26,13,Silver,1,0.604,0,0.2287918226549994
CUST002577,7,38.04,7.0,36,5,Silver,0,0.714,1,0.45874942212059333
CUST002578,4,48.47,4.0,50,58,Gold,1,0.802,0,0.13884242420815357
CUST002579,5,30.1,6.0,43,48,Bronze,1,0.807,0,0.4017191263664679
CUST002580,6,28.52,1.0,23,30,Gold,0,0.587,0,0.03211753672725815
CUST002581,7,34.39,6.0,65,29,Bronze,0,0.614,0,0.638782529261338
CUST002582,6,17.6,2.0,2,45,Gold,1,0.787,0,0.014795439825987175
CUST002583,5,15.75,6.0,34,35,Bronze,0,0.773,1,0.4766806709705313
CUST002584,1,25.46,6.0,46,20,Bronze,1,0.806,0,0.7744713942339727
CUST002585,0,13.66,5.0,8,26,Bronze,0,0.734,0,0.3625055885148755
CUST002586,8,22.05,5.0,19,38,Bronze,0,0.887,0,0.043239210192477034
CUST002587,7,21.03,4.0,12,56,Bronze,1,0.703,0,0.0894920220489466
CUST002588,3,14.7,6.0,17,53,Bronze,1,0.544,1,0.47272199938680615
CUST002589,7,35.89,4.0,14,10,Silver,0,0.979,0,0.038951268611230314
CUST002590,1,21.79,6.0,18,40,Bronze,1,0.365,0,0.5911553444916375
CUST002591,5,34.83,1.0,30,44,Gold,0,0.56,0,0.029179597573651562
CUST002592,10,24.89,3.0,28,30,Gold,1,0.994,0,0.02574272291060139
CUST002593,11,35.17,8.0,72,49,Silver,0,0.989,0,0.1788319261669176
CUST002594,7,30.12,3.0,57,46,Bronze,1,0.954,0,0.14884695672624804
CUST002595,7,19.38,4.0,26,1,Bronze,0,0.93,0,0.07346493492405505
CUST002596,6,36.28,2.0,4,12,Gold,0,0.849,0,0.014829086752285834
CUST002597,9,30.67,6.0,51,32,Bronze,0,,0,0.49687603807884684
CUST002598,6,19.76,4.0,51,14,Bronze,0,0.917,0,0.4528792203650685
CUST002599,8,23.01,2.0,22,10,Gold,1,0.703,0,0.046027712853162324
CUST002600,8,33.75,0.0,62,53,Platinum,0,0.817,0,0.030457836142564275
CUST002601,4,21.16,4.0,17,28,Bronze,0,0.685,0,0.2085136431363898
CUST002602,5,22.15,7.0,20,28,Silver,0,0.852,0,0.2500277471460734
CUST002603,4,23.93,2.0,3,18,Silver,0,,0,0.06955235798452242
CUST002604,5,25.41,2.0,46,11,Gold,0,0.736,0,0.13885354523690702
CUST002605,2,29.75,3.0,61,40,Bronze,0,0.411,0,0.714873261678009
CUST002606,3,8.0,4.0,49,25,Bronze,0,0.611,1,0.7507761565472254
CUST002607,8,31.92,4.0,39,28,Silver,2,1.0,0,0.11466466075914751
CUST002608,6,24.63,7.0,75,9,Bronze,0,0.684,1,0.9012507612648505
CUST002609,4,33.43,3.0,11,22,Silver,0,0.781,0,0.09103788482863583
CUST002610,4,26.52,2.0,28,10,Bronze,1,0.661,0,0.3120916030527967
CUST002611,7,36.58,3.0,5,32,Gold,0,0.803,0,0.016930757915784123
CUST002612,15,37.46,1.0,39,47,Gold,0,0.799,0,0.025786166990559856
CUST002613,9,20.18,4.0,33,15,Silver,0,0.885,0,0.04478887062888241
CUST002614,6,31.2,1.0,64,43,Gold,0,1.0,0,0.030479978120199057
CUST002615,6,31.74,8.0,41,52,Bronze,0,0.721,0,0.34301518900897304
CUST002616,5,36.89,6.0,23,12,Silver,0,0.568,0,0.23703747590816415
CUST002617,4,20.93,5.0,55,43,Bronze,2,0.736,0,0.7556121466167385
CUST002618,8,23.28,5.0,69,57,Gold,0,0.999,0,0.05963667623430934
CUST002619,6,15.03,5.0,56,28,Gold,0,0.97,0,0.2303711995921442
CUST002620,6,28.81,5.0,51,35,Gold,1,0.852,0,0.40774164954068737
CUST002621,6,18.46,0.0,26,62,Gold,1,0.816,0,0.0342083374980299
CUST002622,12,16.64,0.0,0,23,Platinum,0,0.884,0,0.016799048747938958
CUST002623,8,10.23,4.0,6,6,Bronze,0,0.866,0,0.062288160703226014
CUST002624,10,38.27,2.0,0,18,Gold,0,0.782,0,0.023413215723443178
CUST002625,7,29.35,3.0,26,57,Silver,0,0.608,0,0.035717661234150586
CUST002626,11,33.45,4.0,52,28,Bronze,0,1.0,0,0.08044287944142726
CUST002627,3,31.7,3.0,18,23,Silver,0,0.794,0,0.21368548372687643
CUST002628,2,21.88,8.0,30,37,Bronze,0,0.658,1,0.7515288205084781
CUST002629,5,13.24,4.0,67,47,Bronze,0,0.702,0,0.6031736511472057
CUST002630,4,27.39,4.0,64,51,Bronze,0,0.77,0,0.53131830059008
CUST002631,5,31.57,8.0,27,6,Bronze,2,0.383,1,0.7529768935006743
CUST002632,6,33.24,5.0,36,22,Silver,0,0.743,0,0.2380428574012959
CUST002633,9,38.99,2.0,43,13,Gold,0,0.826,0,0.04255446600028868
CUST002634,7,26.03,5.0,33,16,Silver,0,0.744,0,0.09083207310386057
CUST002635,7,20.95,4.0,24,27,Silver,0,0.644,0,0.05709929452434485
CUST002636,11,28.54,4.0,19,1,Bronze,0,1.0,0,0.03246155506595549
CUST002637,2,18.6,4.0,74,47,Silver,0,,1,0.773393032178628
CUST002638,4,28.85,5.0,41,37,Bronze,0,0.779,0,0.44087286919266844
CUST002639,7,32.51,1.0,2,41,Gold,1,0.93,0,0.010826900897674617
CUST002640,0,8.0,8.0,7,45,Bronze,0,0.602,1,0.4783023948516972
CUST002641,6,21.96,6.0,34,7,Silver,2,0.44,1,0.5414559097056261
CUST002642,11,48.7,3.0,4,33,Gold,0,0.823,0,0.012723071277186906
CUST002643,4,33.42,7.0,17,13,Silver,0,0.458,0,0.42862417490290544
CUST002644,13,26.94,1.0,66,28,Gold,0,0.988,0,0.017255538587382553
CUST002645,7,24.68,4.0,8,53,Bronze,0,0.677,0,0.03554687221293401
CUST002646,6,48.39,1.0,9,50,Gold,0,0.368,0,0.011830097289804019
CUST002647,6,33.73,3.0,51,14,Silver,0,0.928,1,0.22477116940529823
CUST002648,6,39.51,1.0,7,41,Gold,1,0.583,0,0.013307665386002726
CUST002649,11,30.24,6.0,14,4,Silver,1,1.0,0,0.08657005838635393
CUST002650,7,26.39,1.0,49,60,Gold,0,0.594,0,0.05773902364979749
CUST002651,11,53.77,,70,40,Platinum,0,0.929,0,0.05712128584137988
CUST002652,3,19.84,4.0,80,22,Bronze,1,0.636,1,0.8912932111478671
CUST002653,6,37.05,3.0,0,27,Gold,0,0.728,0,0.01689741788672669
CUST002654,5,18.88,4.0,16,58,Silver,2,0.827,0,0.1404224975827364
CUST002655,7,33.18,3.0,50,18,Silver,0,0.86,0,0.2172913708262181
CUST002656,9,20.67,1.0,62,38,Gold,0,,0,0.028139075175064462
CUST002657,2,20.43,7.0,73,47,Bronze,0,0.588,1,0.9333837143204429
CUST002658,6,29.27,4.0,71,61,Silver,0,0.547,1,0.42521346208231275
CUST002659,5,27.78,4.0,10,44,Bronze,1,0.824,0,0.10777678811374418
CUST002660,11,17.45,6.0,69,22,Bronze,0,1.0,0,0.3614217545526217
CUST002661,4,22.18,4.0,19,33,Gold,0,0.898,0,0.07155351781534847
CUST002662,3,32.61,5.0,35,27,Bronze,0,0.656,0,0.5267654384392397
CUST002663,9,29.28,4.0,59,48,Bronze,1,0.915,0,0.13021389468533745
CUST002664,6,37.48,7.0,16,28,Bronze,0,0.667,0,0.15623123818426957
CUST002665,10,38.2,4.0,74,9,Silver,0,0.778,0,0.19275083764021772
CUST002666,7,18.4,4.0,30,51,Gold,0,0.389,0,0.03145428282099724
CUST002667,10,28.75,2.0,9,59,Gold,1,1.0,1,0.08881374715504382
CUST002668,8,10.39,5.0,80,1,Bronze,2,0.913,0,0.580629042290356
CUST002669,11,16.53,4.0,56,4,Silver,0,0.86,0,0.18110163514585603
CUST002670,2,8.0,5.0,41,25,Silver,0,0.736,0,0.5016210027140979
CUST002671,8,37.29,3.0,48,21,Silver,1,0.847,0,0.15972081528572885
CUST002672,6,33.49,5.0,73,37,Bronze,0,0.888,1,0.5859384370826619
CUST002673,2,29.33,5.0,76,6,Bronze,0,0.671,1,0.9187478565354403
CUST002674,5,37.69,2.0,51,55,Silver,1,0.756,0,0.12013877853041971
CUST002675,3,14.56,4.0,50,28,Silver,0,0.747,0,0.6862899078527894
CUST002676,7,47.99,3.0,70,29,Silver,1,1.0,0,0.19868584907329004
CUST002677,8,30.72,3.0,62,38,Silver,0,0.825,0,0.18847969184290853
CUST002678,7,20.85,1.0,51,57,Gold,0,0.844,0,0.049508392177907375
CUST002679,7,15.46,4.0,3,13,Silver,0,0.82,0,0.06509354061944264
CUST002680,2,31.35,6.0,42,18,Bronze,0,0.774,0,0.7771046672886629
CUST002681,7,23.58,1.0,51,25,Gold,1,0.51,0,0.23275837926131807
CUST002682,9,18.85,1.0,15,27,Gold,2,0.641,0,0.03897602321873958
CUST002683,6,17.39,5.0,23,7,Bronze,0,0.849,0,0.1362823450580974
CUST002684,5,22.06,5.0,75,31,Silver,0,0.873,1,0.661242422850313
CUST002685,7,26.91,4.0,13,37,Bronze,0,0.51,0,0.10196931224082004
CUST002686,3,31.84,,59,54,Silver,0,0.747,1,0.7466468068267937
CUST002687,9,25.55,5.0,31,36,Bronze,0,1.0,0,0.04032115958259907
CUST002688,7,37.97,6.0,72,34,Silver,1,0.821,1,0.6554961435048737
CUST002689,1,17.36,6.0,55,16,Bronze,0,0.527,1,0.9187512247154033
CUST002690,11,21.96,3.0,23,26,Silver,1,0.966,0,0.03970305553600356
CUST002691,7,28.9,2.0,10,11,Gold,0,0.614,0,0.016480935499481382
CUST002692,5,24.98,6.0,48,36,Bronze,2,0.681,1,0.7782719696374323
CUST002693,8,42.84,2.0,19,17,Gold,0,0.895,0,0.017396003121096293
CUST002694,10,37.23,3.0,25,26,Platinum,0,0.993,0,0.009364412899129029
CUST002695,11,18.06,0.0,13,53,Gold,0,0.837,0,0.030200376868470255
CUST002696,3,8.0,7.0,24,50,Bronze,0,0.87,1,0.41242508959879254
CUST002697,6,47.91,1.0,29,12,Gold,1,0.824,0,0.044258871317805516
CUST002698,6,21.47,4.0,53,37,Bronze,0,0.454,1,0.5024882486341617
CUST002699,7,33.88,5.0,45,1,Bronze,1,0.942,0,0.44430243686663995
CUST002700,7,26.66,2.0,49,32,Gold,0,0.659,0,0.1017162918742246
CUST002701,4,8.0,3.0,11,23,Silver,0,0.788,0,0.1560171354445169
CUST002702,5,26.03,6.0,10,14,Silver,1,0.826,0,0.18454785228768894
CUST002703,8,28.81,5.0,13,18,Bronze,0,0.946,0,0.05433802558868858
CUST002704,11,36.67,0.0,40,48,Gold,0,1.0,0,0.0234422290636247
CUST002705,5,13.19,2.0,47,32,Silver,0,0.803,0,0.17202497756995536
CUST002706,2,16.47,4.0,75,50,Silver,2,0.899,1,0.7895206077291919
CUST002707,9,37.95,3.0,58,62,Gold,0,0.962,0,0.012937672866628655
CUST002708,2,30.51,4.0,48,47,Bronze,1,0.848,0,0.5996586376742855
CUST002709,4,14.63,6.0,71,52,Bronze,0,0.81,0,0.8096146694536537
CUST002710,8,28.87,6.0,4,43,Silver,1,0.71,0,0.049885200488878095
CUST002711,7,18.92,2.0,30,65,Platinum,0,0.798,0,0.035445401159135075
CUST002712,8,25.95,7.0,80,46,Bronze,0,0.403,1,0.7334452718473671
CUST002713,2,15.94,,27,8,Bronze,0,0.8,1,0.5341068885796926
CUST002714,4,33.42,9.0,70,35,Bronze,1,0.716,1,0.9241898431900457
CUST002715,3,32.62,3.0,68,60,Gold,0,0.282,1,0.47483216905321246
CUST002716,4,17.91,5.0,74,33,Bronze,1,,1,0.8824770874422116
CUST002717,5,11.61,6.0,25,26,Silver,0,0.674,0,0.32194899567177937
CUST002718,13,46.8,2.0,40,18,Platinum,0,0.947,0,0.014478594895761322
CUST002719,3,23.78,4.0,23,43,Bronze,0,0.834,0,0.24967815576282373
CUST002720,4,34.98,3.0,26,31,Silver,0,0.554,0,0.1615166487422378
CUST002721,5,27.91,3.0,27,30,Silver,0,0.835,0,0.10267032090248814
CUST002722,1,30.75,2.0,65,59,Gold,0,0.923,0,0.20449273263457987
CUST002723,2,8.0,6.0,6,1,Bronze,2,0.856,0,0.4856546253169425
CUST002724,5,8.0,4.0,74,4,Bronze,0,0.572,1,0.7696512748604167
CUST002725,3,26.83,7.0,22,18,Bronze,0,0.666,1,0.7199485147441791
CUST002726,2,17.94,,36,14,Silver,1,0.442,1,0.6761981529289445
CUST002727,8,32.95,3.0,51,36,Gold,0,0.565,0,0.1446429218886352
CUST002728,2,19.55,7.0,38,45,Bronze,0,0.824,1,0.7137955442424052
CUST002729,2,46.16,7.0,58,23,Bronze,0,0.611,1,0.9061025106057401
CUST002730,4,30.48,2.0,45,65,Gold,1,0.208,0,0.192388169707401
CUST002731,3,21.4,5.0,45,6,Bronze,1,0.715,0,0.7863172973376477
CUST002732,10,14.33,4.0,6,43,Bronze,0,1.0,0,0.0192960882674739
CUST002733,2,38.83,5.0,53,60,Silver,0,0.834,1,0.568320392176897
CUST002734,3,26.02,5.0,28,45,Bronze,1,0.502,0,0.5879550811323201
CUST002735,1,27.83,8.0,49,12,Bronze,0,0.813,1,0.8553791987219226
CUST002736,4,39.86,5.0,33,25,Silver,0,0.742,0,0.23426085761177218
CUST002737,8,28.66,6.0,27,54,Bronze,0,0.841,0,0.15309018314866563
CUST002738,3,29.15,3.0,11,26,Silver,0,0.835,0,0.11066282715781214
CUST002739,7,38.43,5.0,23,27,Silver,0,0.874,0,0.05652000802566666
CUST002740,10,39.41,4.0,33,60,Silver,0,0.74,0,0.03043064206290494
CUST002741,8,19.69,7.0,71,12,Bronze,0,0.796,0,0.6916353769512488
CUST002742,5,28.66,3.0,26,36,Gold,1,0.441,0,0.05785837076195427
CUST002743,6,15.33,3.0,61,15,Bronze,0,0.684,1,0.602677775132107
CUST002744,1,38.28,4.0,32,42,Gold,0,0.654,0,0.1566364030392823
CUST002745,13,42.75,5.0,73,41,Bronze,0,0.996,0,0.22313839337493824
CUST002746,5,26.57,1.0,47,8,Gold,0,0.795,0,0.13940568163855016
CUST002747,5,32.15,,30,33,Bronze,0,0.776,0,0.19775417951091648
CUST002748,9,31.41,5.0,12,2,Bronze,1,,0,0.10383817012454774
CUST002749,4,22.42,5.0,22,4,Silver,0,0.696,1,0.36667835753714056
CUST002750,1,11.5,6.0,44,35,Bronze,0,0.838,1,0.7343161016822463
CUST002751,9,37.62,,75,56,Bronze,1,0.856,1,0.3963055968948464
CUST002752,4,32.9,5.0,31,50,Silver,0,0.692,0,0.2232109873672618
CUST002753,5,37.14,3.0,30,36,Gold,1,0.825,0,0.036708576581857104
CUST002754,2,22.16,8.0,75,34,Bronze,0,0.401,1,0.9342545927523015
CUST002755,5,23.41,1.0,62,62,Gold,0,0.567,0,0.11154737095151104
CUST002756,6,18.72,4.0,67,13,Gold,1,0.983,0,0.17637616635990597
CUST002757,4,30.67,0.0,13,28,Gold,2,0.806,0,0.05771932932832422
CUST002758,5,20.06,4.0,32,32,Silver,0,0.514,0,0.20275293613701786
CUST002759,4,18.97,3.0,9,6,Silver,0,0.744,0,0.14271614040072442
